name;address_country;address_city;address_full;contact_phone;contact_fax;contact_website;juridicInfos_nature;juridicInfos_creationYear;juridicInfos_juridicForm;juridicInfos_activity;juridicInfos_capital;juridicInfos_effectif;Logo_link;products_0;products_1;products_2;products_3;dirigeants_0_name;dirigeants_0_funtion;dirigeants_1_name;dirigeants_1_funtion;dirigeants_2_name;dirigeants_2_funtion;dirigeants_3_name;dirigeants_3_funtion;dirigeants_4_name;dirigeants_4_funtion;dirigeants_5_name;dirigeants_5_funtion;dirigeants_6_name;dirigeants_6_funtion;dirigeants_7_name;dirigeants_7_funtion;partner_0_name;partner_0_type;partner_1_name;partner_1_type;partner_2_name;partner_2_type;partner_3_name;partner_3_type;partner_4_name;partner_4_type;partner_5_name;partner_5_type;partner_6_name;partner_6_type;partner_7_name;partner_7_type;partner_8_name;partner_8_type;partner_9_name;partner_9_type;partner_10_name;partner_10_type
Laboratoires Copaph;Maroc;Casablanca;"lotiss. Lina; rue 5 n° 272; z.i. Sidi Maârouf";+212 5 22 97 26 58;;; Siège;1987.0;S.a.r.l.;Fabrication de parfums et de produits pour la toilette (2042);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Froidel s.a. (siége social);Maroc;20300 Casablanca;"29; rue Mohamed Loutbane- ex Portelli; Belvédère";+212 5 22 24 54 15;;; Siège;1980.0;Société anonyme;Fabrication d'équipements aérauliques et frigorifiques industriels (2825);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Unilever Maghreb;Maroc;20252 Casablanca;"route Zenata; km 10. Aïn Sebaâ";+212 5 22 34 50 00;;; Siège;1962.0;Société anonyme;Fabrication de parfums et de produits pour la toilette (2042);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R.b Pharma;Maroc;20480 Casablanca;"hay Moulay Abdallah; rue 99 n°32";+212 5 22 21 87 44;;; Siège;1988.0;S.a.r.l.;Fabrication de produits pharmaceutiques de base (2110);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pièces Agricoles et Génie Civil;Maroc;20350 Casablanca;"684 Bis; bd de la Grande Ceinture (h.Mohammadi)";+212 5 22 60 90 84;;; Siège;1985.0;S.a.r.l.;"Fabrication de moteurs et turbines; à l'exception des moteurs d’avions et de véhicules (2811)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hydratec;Maroc;20300 Casablanca;"54; bd Ba Hmad";+212 5 22 40 40 48;;; Siège;1980.0;S.a.r.l.;Fabrication de machines agricoles et forestières (2830);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sanifer;Maroc;Casablanca;"183; bd Moulay Ismaïl";+212 5 22 24 87 41;;; Siège;1984.0;S.a.r.l.;Fabrication d'outillage (2573);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agricultural Materials Company;Maroc;20360 Casablanca;"27; bd Mohamed Zerktouni; résid. Al Mountassir 7°ét.";+212 5 22 48 76 61;;; Siège;1985.0;Société anonyme;Fabrication de pesticides et d’autres produits agrochimiques (2020);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J.m.- Indus.;Maroc;20320 Casablanca;"100 Bis; rue Capitaine Thiriat";+212 5 22 62 10 54;;; Siège;1986.0;S.a.r.l.;Fabrication de radiateurs et de chaudières pour le chauffage central (2521);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cafés ElManar;Maroc;20500 Casablanca;"8; rue Edardar -ex Dordogne; bd. la Gironde";+212 5 22 81 37 53;;; Siège;1960.0;Affaire personnelle;Transformation du thé et du café (1083);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maison Caprices;Maroc;20050 Casablanca;"140; avenue Mohamed Sijelmassi -ex Phare; Bourgogne";+212 5 22 29 44 14;;; Siège;2015.0;;Fabrication de pain et de pâtisserie fraîche (1071);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geomed;Maroc;20100 Casablanca;"7; rue Abou Bakr Med. Ibn Zaher; q. des Hôpitaux";+212 5 22 20 54 35;;; Siège;2007.0;;"Fabrication d'équipements d'irradiation médicale; d'équipements électromédicaux et électrothérapeutiques (2660)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Axe Fourni Plus;Maroc;12001 Casablanca;"2; bd Ibn Tachfine ang. rue Zineb Ishak; 3°ét.; appt. 7";+212 6 62 19 82 06;;; Siège;2017.0;S.a.r.l.;Location et location-bail de machines de bureau et de matériel informatique (7733);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Promark;Maroc;20040 Casablanca;"275; bd Mohamed Zerktouni";+212 5 22 95 60 00;;; Siège;2012.0;S.a.r.l.;Fabrication de machines pour l'industrie agro-alimentaire (2893);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Prestige Food Distribution;Maroc;Casablanca;"2; bd Sfax -ex BenAissa Ejjarouani; zone industrielle Bernoussi- <br/> Ain sebaâ";+212 5 22 34 09 70;;; Siège;2003.0;15;"Fabrication de cacao; chocolat et de produits de confiserie (1082)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nova Equipement;Maroc;20360 Casablanca;"7; rue Gascogne";+212 5 22 47 36 30;;; Siège;2004.0;15;Fabrication d'autres matériels électriques (2790);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fromagerie des Doukkala;Maroc;Casablanca;"138; bd Sidi Mohamed Ben Abdellah; Tour Crystal.1 Marina 2°ét.";+212 5 29 00 23 63;;; Siège;1998.0;Société anonyme;Exploitation de laiteries et fabrication de fromage (1051);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agave Bleu;Maroc;20380 Casablanca;"45; bd Ghandi; résid. Yasmine imm. E; n°39";+212 5 22 94 26 36;;; Siège;2002.0;S.a.r.l.;Fabrication d'autres meubles (3109);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plak international;Maroc;20380 Casablanca;"159; bd Yacoub El Mansour; esc. A 5°ét. appt. 17";+212 5 29 00 22 47;;; Siège;2001.0;15;Fabrication de machines pour l'industrie agro-alimentaire (2893);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Comptoir Marocain d'Assemblage d'Equipements Frigorifiques;Maroc;20290 Casablanca;"196; bd Ambassadeur Ben Aïcha";+212 5 22 40 30 91;;; Siège;2000.0;S.a.r.l.;Fabrication d'équipements aérauliques et frigorifiques industriels (2825);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Visa Equipement;Maroc;20080 Casablanca;"88; rue Chaouia -ex Colbert";+212 5 22 20 53 55;;; Siège;2003.0;15;Fabrication de machines pour l'industrie agro-alimentaire (2893);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Froid Système;Maroc;20320 Casablanca;"19; bd Hassan El Alaoui";+212 5 22 61 16 23;;; Siège;1994.0;S.a.r.l.;Fabrication d'appareils électroménagers (2751);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kool Food;Maroc;20300 Casablanca;"11; bd Emile Zola";+212 5 20 20 52 90;;; Siège;2010.0;S.a.r.l.;"Commerce de détail de pain; pâtisserie et confiserie en magasin spécialisé (4724)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
confiserie-chocolaterie Pastor;Maroc;20200 Casablanca;"49; rue Ennasrine-ex Glaieuls";+212 5 22 79 10 00;;; Siège;1954.0;Société anonyme;"Fabrication de cacao; chocolat et de produits de confiserie (1082)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Union Générale des Partenariats Pharmaceutique;Maroc;20500 Casablanca;"100; rue Bachir El Ibrahimi-ex Quinconces";+212 5 22 54 69 00;;; Siège;1972.0;Société anonyme;Fabrication de produits pharmaceutiques de base (2110);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Union Marocaine d'Equipement;Maroc;20310 Casablanca;"43; bd Ibn Tachfine";+212 5 22 30 30 11;;; Siège;1948.0;Société anonyme;Fabrication d'appareils électroménagers (2751);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pingouin;Maroc;20250 Casablanca;"269; bd Chefchaouni";+212 5 22 66 98 66;;; Siège;1957.0;Société anonyme;Fabrication de glaces et sorbets (1052);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Unimer s.a (Siège social);Maroc;20252 Casablanca;"route Zenata Km 11; rue Al Maaden";+212 5 22 79 14 80;;; Siège;1975.0;Société anonyme;"Congélation et surgélation de poissons; de crustacés et de mollusques (1021)";;;;UNITES DE PRODUCTION;CONDIMENTS;"CONSERVES DE SARDINES ;ANCHOIS ET MAQUEREAUX";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Union Maghrébienne de Conditionnement;Maroc;20580 Casablanca;"143; bd Tarik El Ouahda - ex Unité";+212 5 22 35 03 19;;; Siège;1967.0;Société anonyme;Activités de soutien aux cultures (0161);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Les Entrepôts Frigorifiques Tarik;Maroc;21600 Casablanca;"bd Sfax -ex BenAissa Ejjarouani; Q.i. Est; Aïn Sebâa";+212 5 22 35 49 22;;; Siège;1978.0;Société anonyme;Activités de soutien aux cultures (0161);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nasamédic;Maroc;20110 Casablanca;"43; rue Ahmed Fariss -ex Jacques Cartier";+212 5 22 30 72 22;;; Siège;1986.0;Affaire personnelle;Fabrication de produits pharmaceutiques de base (2110);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Star-Fish;Maroc;20300 Casablanca;"16; rue Oumaya ben Abi Essalt -ex Ibn Essali";+212 5 22 40 67 01;;; Siège;1986.0;S.a.r.l.;Pêche en mer (0311);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie Autonome des Frigorifiques de Casablanca;Maroc;20450 Casablanca;avenue du Dix Mars;+212 5 22 37 16 58;;; Siège;1969.0;Régie d'un service public;Préparation de jus de fruits et légumes (1032);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Comptoir Universel d'Equipements de Garages;Maroc;Casablanca;"301; bd Oqba Bnou Nafiaa";+212 5 22 61 41 91;;; Siège;1985.0;Société anonyme;Fabrication d'outillage (2573);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sebonimex;Maroc;20000 Casablanca;"6; rue du Koweit -ex Caporal Gastous";+212 5 22 31 97 56;;; Siège;1983.0;S.a.r.l.;Intermédiaires du commerce en produits divers (4619);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Building Construction et Equipement Company;Maroc;20200 Casablanca;"144; bd Ghandi; mag. A et B";+212 5 22 95 14 65;;; Siège;2002.0;S.a.r.l.;"Taille; façonnage et finissage de pierres (2370)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sabri Mohamed Ben Brahim;Maroc;20080 Casablanca;"53; rue Abdellah El Mediouni";+212 5 22 31 08 43;;; Siège;;;Culture d'autres fruits tropicaux et subtropicaux (0123);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mars Morocco;Maroc;20190 Casablanca;"lotiss. Attaoufik ; résid. Sans Pareil; n° 20-22 3°ét. Sidi Maâr <br/> ouf";+212 5 22 58 65 00;;; Siège;2000.0;S.a.r.l.;Fabrication de pâtes alimentaires et de couscous (1073);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Esnapharm Laboratoire;Maroc;20370 Casablanca;"7; rue Abdelmajid Benjelloun-ex Guisset";+212 5 22 23 37 53;;; Siège;1999.0;S.a.r.l.;Fabrication de produits pharmaceutiques de base (2110);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ecotherm;Maroc;20300 Casablanca;"67; rue du Lieutenant Mahroud Mohamed; 1°ét.";+212 5 22 24 33 00;;; Siège;1997.0;S.a.r.l.;Fabrication d'équipements aérauliques et frigorifiques industriels (2825);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Milk Products Morocco;Maroc;20320 Casablanca;"rue Abou Bakr El Wahrani; 3 - 5";+212 5 22 62 38 21;;; Siège;1994.0;S.a.r.l.;Exploitation de laiteries et fabrication de fromage (1051);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Top Class Lavazza;Maroc;20200 Casablanca;"20; bd Ghandi";+212 5 22 94 60 41;;; Siège;1994.0;S.a.r.l.;Transformation du thé et du café (1083);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agriculture Technologique Marocaine;Maroc;20310 Casablanca;"98; bd d' Oujda";+212 5 22 40 81 84;;; Siège;1994.0;S.a.r.l.;Fabrication de machines diverses d'usage général (2829);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INCORD;Maroc;27182 Casablanca;"39 Ville verte; Rue cheraka <br/> Bouskoura";+212 20522406;;; Siège - Centre de distribution - Usine;2007.0;S.a.r.l.;;;;;Filet en Inox;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afrique Matériel Technique Industrie;Maroc;Casablanca;rue Zoubeir Bnou El Aouam ang. rue Ibnou Rachid n°191/1;+212 5 22 24 05 78;;; Siège;1989.0;Société anonyme;Fabrication de machines agricoles et forestières (2830);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sté pour la Promotion et Fabrication des Equipements d'Inox;Maroc;20660 Casablanca;"zone indus. Moulay Rachid; lot. 106";+212 5 22 72 77 71;;; Siège;1986.0;S.a.r.l.;Fabrication de radiateurs et de chaudières pour le chauffage central (2521);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Comptoir de la Pièce de Rechange Industrielle;Maroc;20300 Casablanca;"34; bd d' Oujda; place des Maréchaux";+212 5 22 40 00 19;;; Siège;1990.0;S.a.r.l.;Fabrication de machines agricoles et forestières (2830);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Société d'Etude des Travaux Ruraux d'Irrigation et d'Agriculture;Maroc;20300 Casablanca;"11; rue Alkamit Alassadi -ex Cl. Debussy";+212 5 22 24 54 00;;; Siège;1990.0;S.a.r.l.;Fabrication de machines agricoles et forestières (2830);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hadj Mohamed El.Eulj et fils;Maroc;20090 Casablanca;"9; rue Moha ou Hamou";+212 5 22 30 93 87;;; Siège;1986.0;S.a.r.l.;Fabrication de condiments et assaisonnements (1084);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Charaf Corporation;Maroc;20160 Casablanca;"26; rue Abou Al Waqt Khalaf -ex Forest ang. bd Med Ben Abdellah";+212 5 22 20 62 61;;; Siège;1989.0;Société anonyme;Fabrication de produits azotés et d'engrais (2015);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maghreb Industries;Maroc;20250 Casablanca;"35; avenue Khalid Bnou Loualid";+212 5 22 35 05 97;;; Siège;1959.0;Société anonyme;Fabrication d'articles en papier à usage sanitaire ou domestique (1722);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Technique Horticole;Maroc;20230 Casablanca;"bd Abdelhadi Boutaleb ex rte d'Azemmour; imm. communal imm. B 3° <br/> ét.";+212 5 22 90 43 24;;; Siège;1987.0;S.a.r.l.;Construction d'ouvrages maritimes et fluviaux (4291);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le Comptoir Général;Maroc;20310 Casablanca;"118; rue du Lieutenant Mahroud Mohamed ex. Chevalier Bayard";+212 5 22 30 74 36;;; Siège;1988.0;;Fabrication de machines agricoles et forestières (2830);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Compagnie Industrielle et Commerciale d'Alimentation;Maroc;20250 Casablanca;"route de Rabat (r.p. 1); Km 9";+212 5 22 35 09 03;;; Siège;1948.0;Société anonyme;Fabrication d'aliments pour animaux de ferme (1091);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agrial;Maroc;20450 Casablanca;"douar Lahraouine; 1033 rte Tit Mellil";+212 5 22 56 90 55;;; Siège;1982.0;S.a.r.l.;Transformation et conservation de la viande de volaille (1012);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sté Badra;Maroc;20310 Casablanca;"106; bd Abdellah Ben Yacine";+212 5 22 44 71 28;;; Siège;1990.0;S.a.r.l.;"Culture de céréales (à l'exception du riz); de légumineuses et de graines oléagineuses (0111)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Magellan Industrie;Maroc;20120 Casablanca;"3; rue de Neuf Brisach; 2°ét.; Mers sultan";+212 5 22 44 22 96;;; Siège;1976.0;S.a.r.l.;Fabrication de machines pour l'industrie agro-alimentaire (2893);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outipro;Maroc;Casablanca;"163; rue Mohamed Smiha";+212 5 22 24 36 34;;; Siège;1988.0;Société anonyme;Fabrication d'outillage (2573);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sce Chemicals;Maroc;20300 Casablanca;"108; bd Ambassadeur Ben Aïcha";+212 5 22 24 59 00;;; Siège;2018.0;Société anonyme;Fabrication d'autres produits chimiques n.c.a. (2059);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maghrébienne Industrielle du Froid;Maroc;20300 Casablanca;"49; rue de Saint Saëns";+212 6 63 20 21 22;;; Siège;1975.0;Société anonyme;Fabrication d'appareils électroménagers (2751);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Magana Moghreb;Maroc;20200 Casablanca;"49; rue Ennasrine-ex Glaieuls";+212 5 22 79 10 00;;; Siège;1961.0;Société anonyme;"Fabrication de cacao; chocolat et de produits de confiserie (1082)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marjac;Maroc;20000 Casablanca;"11; rue Hafid Ibrahim -ex Chateaubriand; résid.Chateaubriand; 1° <br/> ét.";+212 5 22 27 63 24;;; Siège;1979.0;S.a.r.l.;Fabrication d'autres produits chimiques n.c.a. (2059);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coca-Cola North & Equatorial Africa Region;Maroc;20190 Casablanca;"Chemin tertiaire ct 1029 ; Sidi Maarouf";+212 5 22 43 51 00;;; Siège;1953.0;Société anonyme;Industrie des boissons rafraîchissantes (1105);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Société de Filature Moderne;Maroc;20250 Casablanca;"45; rue Jillali Ghafiri; Ain Sebaâ";+212 5 22 35 91 71;;; Siège;1987.0;S.a.r.l.;Préparation de fibres textiles et filature (1310);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Comptoir du Roulement;Maroc;20100 Casablanca;"12; bd Abdelkrim Al Khatib ex Oulad Ziane";+212 5 22 44 54 51;;; Siège;1974.0;S.a.r.l.;Fabrication d'engrenages et d'organes mécaniques de transmission (2815);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marbar Chimie;Maroc;20252 Casablanca;"bd Barchalona -ex Aicha bent Haimoud; q.i.- Sidi Bernoussi";+212 5 22 35 42 00;;; Siège;1991.0;Société anonyme;Fabrication de pesticides et d’autres produits agrochimiques (2020);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Comptoir Métallurgique Marocain;Maroc;Casablanca;"bd Abou Bakr El Kadiri; z.i. Sidi Maârouf";+212 5 22 97 39 73;;; Siège;1974.0;Société anonyme;Fabrication d'éléments en béton pour la construction (2361);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Commercial Nervion;Maroc;20310 Casablanca;"16; rue de Provins";+212 5 22 30 00 62;;; Siège;1951.0;Société anonyme;Fabrication de machines pour l'industrie agro-alimentaire (2893);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Petromat;Maroc;20630 Casablanca;"hay Sidi Moumen; 47 rue n°5 lotiss. AlHamd";+212 5 22 74 99 85;;; Siège;1989.0;S.a.r.l.;Fabrication d'engrenages et d'organes mécaniques de transmission (2815);;;;Pompe à graisse- huile;Boulonnerie inox;Bague détanchéité;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nitra;Maroc;20340 Casablanca;"146; bd Abdelmoumen";;;; Siège;1986.0;;Fabrication de serrures et de ferrures (2572);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ets Zitouni;Maroc;20500 Casablanca;"22; rue Benzart - ex Réole; bd la Gironde";+212 5 22 44 13 56;;; Siège;1979.0;S.a.r.l.;Fabrication de machines pour l'industrie agro-alimentaire (2893);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bright Water Service;Maroc;Casablanca;"hay Tissir II; rue 9 n°30; la Grande Ceinture";+212 5 22 61 43 32;;; Siège;2015.0;15;Fabrication de matériel de distribution et de commande électrique (2712);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trade-Bio-Industries Maroc;Maroc;20300 Casablanca;"649; bd Mohammed V";+212 5 22 24 60 78;;; Siège;1999.0;S.a.r.l.;Fabrication de condiments et assaisonnements (1084);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nord Africa Bottling Company;Maroc;20000 Casablanca;"1; bd Ahl Loghlam; rte Tit Mellil";+212 5 22 76 27 00;;; Siège;2003.0;Société anonyme;Activités des sociétés holding (6420);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Premium Location;Maroc;20190 Casablanca;"Rte d'Eljadid ; km14; commune rurale de Ouled Azzouz";+212 5 22 63 37 00;;; Siège;1999.0;Société anonyme;Location et location-bail de machines et équipements pour la construction (7732);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Esmeralda Company de Distribution;Maroc;Casablanca;"9; rue Moujahid Chenguiti";+212 5 22 40 60 03;;; Siège;1997.0;S.a.r.l.;Fabrication de machines agricoles et forestières (2830);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bencotex;Maroc;21490 Casablanca;"38; rue Abdeslam Khattabi -ex Lisbonne; résid. ElKhattabi appt. <br/> n°12 3°ét.";+212 5 22 82 18 23;;; Siège;2006.0;S.a.r.l.;Préparation de fibres textiles et filature (1310);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Conaco;Maroc;20590 Casablanca;"98; lot. Mauritania;z. i. Sidi Bernoussi";+212 5 22 67 39 65;;; Siège;1999.0;S.a.r.l.;Fabrication de machines diverses d'usage général (2829);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Business Atlas Serviece;Maroc;22000 Casablanca;"2; rue Abou Hassan Achaari -ex Allier; 4°ét. bd d'Anfa";+212 6 69 56 01 85;;; Siège;2017.0;S.a.r.l.;Raffinage du pétrole (1920);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agroasis;Maroc;20000 Casablanca;lot. El Mouahidine;+212 6 72 71 09 56;;; Siège;2017.0;S.a.r.l.;Elevage de vaches laitières (0141);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sté Nouvelle Pharmac;Maroc;20500 Casablanca;"3; rue Asswane - ex Loubens";+212 5 22 44 50 41;;; Siège;1983.0;S.a.r.l.;"Fabrication d'articles textiles; sauf habillement (1392)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Equipement Auto Belvédère;Maroc;20110 Casablanca;"50; rue Faidi Khalifa -ex Lafayette";+212 5 22 31 85 35;;; Siège;1995.0;S.a.r.l.;"Fabrication de moteurs et turbines; à l'exception des moteurs d’avions et de véhicules (2811)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bodor;Maroc;20020 Casablanca;"8; rue Ait Baha -ex Ferdinand Lesseps";+212 5 22 20 02 77;;; Siège;1985.0;S.a.r.l.;Fabrication de machines agricoles et forestières (2830);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Art Vert;Maroc;20050 Casablanca;"265; bd Mohamed Zerktouni; résid. Shemsi; rdc.";+212 5 22 39 39 40;;; Siège;1993.0;S.a.r.l.;Fabrication de machines agricoles et forestières (2830);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Omnium Marocain de la Pièce Détachée;Maroc;20370 Casablanca;"82; bd Yacoub El Mansour";+212 5 22 25 39 32;;; Siège;1983.0;S.a.r.l.;Commerce de détail d'équipements automobiles (4532);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frigotec;Maroc;20120 Casablanca;"105; bd Rahal El Meskini; 6°ét. appt. 62";+212 5 22 31 38 81;;; Siège;1983.0;S.a.r.l.;Fabrication d'équipements aérauliques et frigorifiques industriels (2825);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sté Marocaine de Fabrication et Conditionnement;Maroc;20230 Casablanca;"route d' El jadida; km 10;5";+212 5 22 65 09 00;;; Siège;1985.0;Société anonyme;Fabrication de condiments et assaisonnements (1084);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reyte Maroc;Maroc;20000 Casablanca;"Port de pêche (Casablanca); Stalle n°8 Ex n°6";+212 5 22 31 61 61;;; Siège;1982.0;S.a.r.l.;Pêche en mer (0311);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Derrij & fils;Maroc;Casablanca;"25; avenue Hassan II; 3°ét.";+212 5 22 26 88 68;;; Siège;1995.0;S.a.r.l.;"Culture de légumes; de melons; de racines et de tubercules (0113)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
